"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_base_tool","TestBaseAction","","","test_run_with_no_arguments","Test that _run handles calls without arguments correctly."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_list_pull_request_diffs_non_edit_change",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.ado.wiki","test_unit_ado_wiki","TestWikiApiWrapperExceptions","","","test_modify_wiki_page_logs_general_error","Test logger accurately logs general errors."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_create_test_suite_invalid_json","Test create test suite with invalid json."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_create_work_item_missing_fields","Test create_work_item with JSON missing 'fields' key."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[delete_test_suite-delete_test_suite]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","2","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_update_file_success_check_push_arguments",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_elitea_base_tool","TestBaseToolApiWrapper","","","test_run_valid_mode_with_args","Test that `run` successfully passes arguments to the tool."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_validate_toolkit_missing_parameters_project[repository_id]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperPositive","","","test_get_test_plan_by_id_success","Test successful getting of a test plan by id."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[create_test_plan-create_test_plan]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[update_file-update_file]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_list_pull_request_diffs_success",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.sharepoint","test_sharepoin_utils","TestSharepointReadDocxFromBytes","","","test_read_docx_from_bytes_invalid_format","Test behavior with invalid file content."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.gitlab","test_gitlab_utils","TestGitlabUtilsGetPosition","","","test_get_position_positive","Test successful retrieval of position."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsNegative","","","test_create_file_already_exists",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_delete_test_plan_api_error","Test deletion of a test plan with exception."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","27","src.tests.sharepoint","test_sharepoin_utils","TestSharepointReadDocxFromBytes","","","test_read_docx_from_bytes_empty_file","Test behavior with an empty .docx file."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.gitlab","test_gitlab_utils","TestGitlabUtilsGetDiffWPosition","","","test_empty_diff","Test behavior when diff is empty."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.ado.wiki","test_unit_ado_wiki","TestWikiApiWrapperExceptions","","","test_delete_page_by_id_logs_error","Test logger called when deletion fails due to an API error."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.sharepoint","test_sharepoin_utils","TestSharepointReadDocxFromBytes","","","test_read_docx_from_bytes_none_input","Test behavior when input is None."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_update_file_success",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_base_tool","TestBaseAction","","","test_run_with_missing_name","Test that _run handles a missing name gracefully."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_get_files_successful",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[delete_test_plan-delete_test_plan]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsExceptions","","","test_get_file_content_exception",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[create_test_suite-create_test_suite]",""
"passed","Tue Apr 01 09:26:10 GMT 2025","Tue Apr 01 09:26:10 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperExceptions","","","test_get_all_test_suites_logs_error","Test logger called when retrieval of all test suites fails."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_validate_toolkit_connection_error",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsExceptions","","","test_create_file_exception",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsNegative","","","test_create_branch_invalid_name",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[get_test_suite-get_test_suite]",""
"passed","Tue Apr 01 09:26:10 GMT 2025","Tue Apr 01 09:26:10 GMT 2025","1","src.tests.ado.wiki","test_unit_ado_wiki","TestWikiApiWrapperPositive","","","test_get_wiki_page_by_id_success","Test successful extraction of wiki page content by ID."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperExceptions","","","test_create_test_suite_exception","Test create test suite logger exception."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_get_file_content_success",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_comment_on_pull_request_success",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_utils","TestToolUtils","","","test_clean_string_empty_input","Test behavior when input string is empty."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_update_work_item_api_error","Test update_work_item when the API call fails."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_run_tool[create_work_item-create_work_item]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[list_pull_request_files-list_pull_request_diffs]",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_run_tool[get_relation_types-get_relation_types]",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.gitlab","test_gitlab_utils","TestGitlabUtilsGetDiffWPosition","","","test_invalid_diff_format","Test handling of invalid diff format."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_get_test_plan_error","Test get test plan exception."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests","test_elitea_base_tool","TestBaseToolApiWrapper","","","test_run_valid_mode","Test that `run` successfully calls the correct tool by mode."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_utils","TestToolUtils","","","test_clean_string_max_length","Test truncation of string based on max_length parameter."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_get_comments_success_single_page","Test getting comments successfully (single page)."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_add_test_case_invalid_json","Test addition with invalid JSON input."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperExceptions","","","test_delete_test_plan_exception","Test deletion of a test plan with exception in logger."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_base_branch_existence_success",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[get_test_case-get_test_case]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[comment_on_pull_request-comment_on_pull_request]",""
"skipped","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_read_file_success",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_run_tool[get_test_cases-get_test_cases]",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","1","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_create_work_item_success","Test creating a work item successfully."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado","test_ado_utils","TestAdoUtils","","","test_generate_diff_with_empty_target","Test generation of diff when target text is empty."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[create_file-create_file]",""
"passed","Tue Apr 01 09:26:10 GMT 2025","Tue Apr 01 09:26:10 GMT 2025","1","src.tests.ado.wiki","test_unit_ado_wiki","TestWikiApiWrapperPositive","","","test_rename_wiki_page_success_with_version","Test successful rename of wiki page with version descriptor."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[list_branches_in_repo-list_branches_in_repo]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_create_test_suite_missing_field","Test create test suite with missed fields."
"passed","Tue Apr 01 09:26:10 GMT 2025","Tue Apr 01 09:26:10 GMT 2025","0","src.tests.ado.wiki","test_unit_ado_wiki","TestWikiApiWrapperPositive","","","test_get_wiki_page_by_path_success","Tests get wiki page content successfully."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[get_pull_request-get_pull_request]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[list_files-list_files]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsNegative","","","test_update_file_protected_branch",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperExceptions","","","test_create_test_plan_exception","Test creation of a test plan with logger exception."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperPositive","","","test_create_test_suite_success","Test create test suite successfully."
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_base_tool","TestBaseAction","","","test_initialization_with_provided_values","Test that the BaseAction is initialized with provided values."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposApiWrapperValidateToolkit","","","test_run_tool[create_pull_request-create_pr]",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_delete_test_suite_invalid_suite_id","Test deletion with invalid suite_id"
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperPositive","","","test_get_test_suite_by_id_success","Test successful retrieval of a single test suite by ID."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsExceptions","","","test_get_work_items_exception",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","0","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperValidateToolkit","","","test_validate_toolkit_exception",""
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsPositive","","","test_list_files_specified_branch",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","3","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_get_comments_success_multiple_pages","Test getting comments successfully (multiple pages)."
"passed","Tue Apr 01 09:26:10 GMT 2025","Tue Apr 01 09:26:10 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperExceptions","","","test_add_test_case_logs_error","Test logger called when addition of test cases fails."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.repos","test_unit_ado_repos","TestReposToolsNegative","","","test_create_file_branch_exists_but_no_commit_id",""
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests.ado.work_item","test_unit_ado_wrapper","TestAdoWorkItemWrapper","","","test_get_work_item_api_error","Test getting a work item when the API call fails."
"passed","Tue Apr 01 09:26:09 GMT 2025","Tue Apr 01 09:26:09 GMT 2025","1","src.tests.ado.test_plan","test_unit_ado_test_plan","TestPlanApiWrapperNegative","","","test_delete_test_suite_exception","Test deletion with an exception caused by the API"
"passed","Tue Apr 01 09:26:11 GMT 2025","Tue Apr 01 09:26:11 GMT 2025","0","src.tests","test_utils","TestToolUtils","","","test_clean_string_invalid_characters","Test behavior with string containing non-alphanumeric characters."
